ID,IKZ COST,NAME,ELEMENT,TYPE,SUBTYPE_1,SUBTYPE_2,SUBTYPE_3,GATE_PWR,ATK,HP,PLUS_ATK,REF_IP,REF_ID,REF_IP2,REF_ID2,RARITY,ILLUSTRATOR,E_1,E_1_TEXT,E_2,E_2_TEXT,F_TEXT,DEFINITION_TEXT,RULING_TEXT,STAMP,IMG,ALT_IMG,ROW_KEY,SOURCE_RELEASE,SOURCE_ENTRY_ID,SETS,IMAGE_URL,FIELD_SOURCE,MISSING_ALPHA_FIELDS,REVIEW_STATUS
AZK01-119,,Piko of Thousand Blades,Lightning,Leader,Cat,Steelborn,,,,20,,,,,,L ★,Twisted Hand Studio,Once/Turn; Main,"Pay 3 IKZ: Until the end of the turn, an entity in your Garden that is equipped with a (Weapon) card gets +1 attack for each (Weapon) card in your discard pile, capped at +3 attack.",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-119A_Piko-of-Thousand-Blades_L_L_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-119A_Piko-of-Thousand-Blades_L_L_die,official_gallery_completion,S1-AZK01-119A_Piko-of-Thousand-Blades_L_L_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-119A_Piko-of-Thousand-Blades_L_L_die.jpg,official_gallery_api; image_view_illustrator,IKZ COST; SUBTYPE_3; GATE_PWR; ATK; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-119,,Piko of Thousand Blades,Lightning,Leader,Cat,Steelborn,,,,20,,,,,,L,Twisted Hand Studio,Once/Turn; Main,"Pay 3 IKZ: Until the end of the turn, an entity in your Garden that is equipped with a (Weapon) card gets +1 attack for each (Weapon) card in your discard pile, capped at +3 attack.",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-119_Piko-of-Thousand-Blades_L_L_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-119_Piko-of-Thousand-Blades_L_L_die,official_gallery_completion,S1-AZK01-119_Piko-of-Thousand-Blades_L_L_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-119_Piko-of-Thousand-Blades_L_L_die.jpg,official_gallery_api; image_view_illustrator,IKZ COST; SUBTYPE_3; GATE_PWR; ATK; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-120,,Stormchain Gate,Lightning,Gate,Gate,,,,,,,,,,,G,Twisted Hand Studio,,(TAP) Portal an untapped entity from the Alley into the Garden: You may re-equip a weapon in your Garden with a cost equal to or less than the (Gate Power) of the portaled entity to a different leader or entity in your Garden.,,,,,Gate,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-120_Stormchain-Gate_G_G_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-120_Stormchain-Gate_G_G_die,official_gallery_completion,S1-AZK01-120_Stormchain-Gate_G_G_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-120_Stormchain-Gate_G_G_die.jpg,official_gallery_api; image_view_illustrator,IKZ COST; SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-121,,Kagoro of the Burnt Path,Fire,Leader,Loneflame,Red Panda,,,,20,,,,,,L ★,steamboy,Once/Turn; Main,"Pay 2 IKZ: This card gains +1 attack for each entity you played this turn, capped at +2 attack, until the end of the turn.",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-121A_Kagoro-of-the-Burnt-Path_L_L_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-121A_Kagoro-of-the-Burnt-Path_L_L_die,official_gallery_completion,S1-AZK01-121A_Kagoro-of-the-Burnt-Path_L_L_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-121A_Kagoro-of-the-Burnt-Path_L_L_die.jpg,official_gallery_api; image_view_illustrator,IKZ COST; SUBTYPE_3; GATE_PWR; ATK; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-121,,Kagoro of the Burnt Path,Fire,Leader,Loneflame,Red Panda,,,,20,,,,,,L,Twisted Hand Studio,Once/Turn; Main,"Pay 2 IKZ: This card gains +1 attack for each entity you played this turn, capped at +2 attack, until the end of the turn.",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-121_Kagoro-of-the-Burnt-Path_L_L_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-121_Kagoro-of-the-Burnt-Path_L_L_die,official_gallery_completion,S1-AZK01-121_Kagoro-of-the-Burnt-Path_L_L_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-121_Kagoro-of-the-Burnt-Path_L_L_die.jpg,official_gallery_api; image_view_illustrator,IKZ COST; SUBTYPE_3; GATE_PWR; ATK; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-122,,Rushfire Gate,Fire,Gate,Gate,,,,,,,,,,,G,Twisted Hand Studio,Charge,"(TAP) Portal an untapped entity from the Alley into the Garden, then you may play an entity with a cost equal to or less than the (Gate Power) of the portaled entity from your hand and give it Charge (Can attack the same turn it enters the Garden), then you must sacrifice that card at the end of the turn.",,,,Charge,Gate,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-122_Rushfire-Gate_G_G_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-122_Rushfire-Gate_G_G_die,official_gallery_completion,S1-AZK01-122_Rushfire-Gate_G_G_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-122_Rushfire-Gate_G_G_die.jpg,official_gallery_api; image_view_illustrator,IKZ COST; SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; ALT_IMG,image_credit_read
AZK01-123,,Goro Graveloth,Earth,Leader,Obsidian,Sloth,,,,20,,,,,,L ★,Twisted Hand Studio,Once/Turn; Main,Pay 1 IKZ: Give an entity in your garden +1 health until the end of the turn.,,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-123A_Goro-Graveloth_L_L_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-123A_Goro-Graveloth_L_L_die,official_gallery_completion,S1-AZK01-123A_Goro-Graveloth_L_L_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-123A_Goro-Graveloth_L_L_die.jpg,official_gallery_api; image_view_illustrator,IKZ COST; SUBTYPE_3; GATE_PWR; ATK; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-123,,Goro Graveloth,Earth,Leader,Obsidian,Sloth,,,,20,,,,,,L,Twisted Hand Studio,Once/Turn; Main,Pay 1 IKZ: Give an entity in your garden +1 health until the end of the turn.,,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-123_Goro-Graveloth_L_L_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-123_Goro-Graveloth_L_L_die,official_gallery_completion,S1-AZK01-123_Goro-Graveloth_L_L_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-123_Goro-Graveloth_L_L_die.jpg,official_gallery_api; image_view_illustrator,IKZ COST; SUBTYPE_3; GATE_PWR; ATK; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-124,,Gate of Devotion,Earth,Gate,Gate,,,,,,,,,,,G,Twisted Hand Studio,,"(TAP) Portal an untapped entity from the Alley into the Garden, then you may sacrifice another untapped entity in your Garden with a cost equal to or less than the (Gate Power) of the portaled entity; if you do, you may deal damage to an entity in your opponent's Garden equal to the health of the sacrificed entity.",,,,,Gate,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-124_Gate-of-Devotion-Gate_G_G_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-124_Gate-of-Devotion-Gate_G_G_die,official_gallery_completion,S1-AZK01-124_Gate-of-Devotion-Gate_G_G_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-124_Gate-of-Devotion-Gate_G_G_die.jpg,official_gallery_api; image_view_illustrator,IKZ COST; SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-125,,Benzai the Sly,Water,Leader,Frog,Merchant,Watercrafting,,,20,,,,,,L ★,Twisted Hand Studio,Once/Turn; Main; Response,"Pay 1 IKZ: If you discarded a card this turn, the next card you play this turn costs 2 less IKZ.",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-125A_Benzai-the-Sly_L_L_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-125A_Benzai-the-Sly_L_L_die,official_gallery_completion,S1-AZK01-125A_Benzai-the-Sly_L_L_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-125A_Benzai-the-Sly_L_L_die.jpg,official_gallery_api; image_view_illustrator,IKZ COST; GATE_PWR; ATK; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-125,,Benzai the Sly,Water,Leader,Frog,Merchant,Watercrafting,,,20,,,,,,L,Twisted Hand Studio,Once/Turn; Main; Response,"Pay 1 IKZ: If you discarded a card this turn, the next card you play this turn costs 2 less IKZ.",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-125_Benzai-the-Sly_L_L_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-125_Benzai-the-Sly_L_L_die,official_gallery_completion,S1-AZK01-125_Benzai-the-Sly_L_L_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-125_Benzai-the-Sly_L_L_die.jpg,official_gallery_api; image_view_illustrator,IKZ COST; GATE_PWR; ATK; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-126,,Gate of Echoed Waves,Water,Gate,Gate,,,,,,,,,,,G,Twisted Hand Studio,,(TAP) Portal an untapped entity from the Alley into the Garden: Return a spell card with a cost equal to or less than the (Gate Power) of the portaled entity from your discard pile to your hand.,,,,,Gate,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-126_Gate-of-Echoed-Waves-Gate_G_G_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-126_Gate-of-Echoed-Waves-Gate_G_G_die,official_gallery_completion,S1-AZK01-126_Gate-of-Echoed-Waves-Gate_G_G_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-126_Gate-of-Echoed-Waves-Gate_G_G_die.jpg,official_gallery_api; image_view_illustrator,IKZ COST; SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-127,1,Sundering Strike,Neutral,Spell,Samurai,,,,,,,,,,,UC,Twisted Hand Studio,Response,Deal 1 damage to an entity in your opponent's Garden.,,,,,Spell,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-127_Sundering-Strike_S_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-127_Sundering-Strike_S_UC_die,official_gallery_completion,S1-AZK01-127_Sundering-Strike_S_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-127_Sundering-Strike_S_UC_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-128,2,Wrong Step,Earth,Spell,Earthfury,Obsidian,,,,,,,,,,UC,Twisted Hand Studio,Response,Destroy an attacking entity with a health of 2 or less.,,,,,Spell,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-128_Wrong-Step_S_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-128_Wrong-Step_S_UC_die,official_gallery_completion,S1-AZK01-128_Wrong-Step_S_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-128_Wrong-Step_S_UC_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-129,5,Silk Tongue Velya,Fire,Entity,Black Jade,Pyreskin,Wildfire,1,1,4,,,,,,UC,Twisted Hand Studio,,"""Defender (If this card is in the Garden, you may tap it to redirect an attack to this card)",Once/Turn,"Whenever this entity takes or deals damage, deal 1 damage to all leaders.""",,Defender,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-129_Silk-Tongue-Velya_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-129_Silk-Tongue-Velya_E_UC_die,official_gallery_completion,S1-AZK01-129_Silk-Tongue-Velya_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-129_Silk-Tongue-Velya_E_UC_die.jpg,official_gallery_api; image_view_illustrator,PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1; F_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZP-001,,IKZ Token (Yuki),,IKZ,IKZ,Token,,,,,,Azuki,147,,,,steamboy,,,,,,,,Alpha,https://static-content.azuki.com/tcg/card_art/AZP-001_IKZ!_IKZ-Token-AX-Participation_Die.jpg,,azuki_tcg_official_gallery:AZP-001_IKZ!_IKZ-Token-AX-Participation_Die,alpha_master_sheet_crosswalk,AZP-001_IKZ!_IKZ-Token-AX-Participation_Die,Promo,https://static-content.azuki.com/tcg/card_art/AZP-001_IKZ!_IKZ-Token-AX-Participation_Die.jpg,linked_alpha_master_sheet; official_gallery_image_url,IKZ COST; ELEMENT; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP2; REF_ID2; RARITY; E_1; E_1_TEXT; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZP-002,,IKZ Token (Yuki Winner),,IKZ,IKZ,Token,,,,,,Azuki,147,,,,steamboy,,,,,,,,Azuki Trial Event Winner,https://static-content.azuki.com/tcg/card_art/AZP-002_IKZ!_IKZ-Token-AX-Winner_Die.jpg,,azuki_tcg_official_gallery:AZP-002_IKZ!_IKZ-Token-AX-Winner_Die,alpha_master_sheet_crosswalk,AZP-002_IKZ!_IKZ-Token-AX-Winner_Die,Promo,https://static-content.azuki.com/tcg/card_art/AZP-002_IKZ!_IKZ-Token-AX-Winner_Die.jpg,linked_alpha_master_sheet; official_gallery_image_url,IKZ COST; ELEMENT; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP2; REF_ID2; RARITY; E_1; E_1_TEXT; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZP-003,,IKZ,Neutral,IKZ,IKZ,,,,,,,,,,,IKZ ★,Crowex,,,,,,,IKZ,Promo,https://static-content.azuki.com/tcg/card_art/AZP-003_IKZ_INV26-Participation_die.jpg,,azuki_tcg_official_gallery:AZP-003_IKZ_INV26-Participation_die,official_gallery_completion,AZP-003_IKZ_INV26-Participation_die,Promo,https://static-content.azuki.com/tcg/card_art/AZP-003_IKZ_INV26-Participation_die.jpg,official_gallery_api; image_view_illustrator,IKZ COST; SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1; E_1_TEXT; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
IKZ-001,,IKZ,,IKZ,IKZ,,,,,,,,,,,,Tomugi,,,,,,,,Alpha,https://static-content.azuki.com/tcg/card_art/IKZ-001A_IKZ!_IKZ_Die.jpg,,azuki_tcg_official_gallery:IKZ-001A_IKZ!_IKZ_Die,alpha_master_sheet_crosswalk,IKZ-001A_IKZ!_IKZ_Die,Booster,https://static-content.azuki.com/tcg/card_art/IKZ-001A_IKZ!_IKZ_Die.jpg,linked_alpha_master_sheet; official_gallery_image_url,IKZ COST; ELEMENT; SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; RARITY; E_1; E_1_TEXT; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
IKZ-001,,IKZ,,IKZ,IKZ,,,,,,,,,,,,Tomugi,,,,,,,,Alpha,https://static-content.azuki.com/tcg/card_art/IKZ-001_IKZ!_IKZ_die.jpg,,azuki_tcg_official_gallery:IKZ-001_IKZ!_IKZ_die,alpha_master_sheet_crosswalk,IKZ-001_IKZ!_IKZ_die,Starter Deck 1; Starter Deck 2; Starter Deck 3; Starter Deck 4; Booster,https://static-content.azuki.com/tcg/card_art/IKZ-001_IKZ!_IKZ_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,IKZ COST; ELEMENT; SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; RARITY; E_1; E_1_TEXT; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
IKZ-002,,IKZ Token,,IKZ,IKZ,Token,,,,,,,,,,,DKANG!,,,,,,,,Alpha,https://static-content.azuki.com/tcg/card_art/IKZ-002A_IKZ!_IKZ-Token_Die.jpg,,azuki_tcg_official_gallery:IKZ-002A_IKZ!_IKZ-Token_Die,alpha_master_sheet_crosswalk,IKZ-002A_IKZ!_IKZ-Token_Die,Alpha,https://static-content.azuki.com/tcg/card_art/IKZ-002A_IKZ!_IKZ-Token_Die.jpg,linked_alpha_master_sheet; official_gallery_image_url,IKZ COST; ELEMENT; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; RARITY; E_1; E_1_TEXT; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
IKZ-002,,IKZ Token,,IKZ,IKZ,Token,,,,,,,,,,,DKANG!,,,,,,,,Alpha,https://static-content.azuki.com/tcg/card_art/IKZ-002_IKZ!_IKZ-Token_Die.jpg,,azuki_tcg_official_gallery:IKZ-002_IKZ!_IKZ-Token_Die,alpha_master_sheet_crosswalk,IKZ-002_IKZ!_IKZ-Token_Die,Starter Deck 1; Starter Deck 2; Starter Deck 3; Starter Deck 4; Booster,https://static-content.azuki.com/tcg/card_art/IKZ-002_IKZ!_IKZ-Token_Die.jpg,linked_alpha_master_sheet; official_gallery_image_url,IKZ COST; ELEMENT; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; RARITY; E_1; E_1_TEXT; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
STT01-001,,Raizan,Lightning,Leader,Raizan,,,,,20,,Azuki,131,,,L,Pandart Studio,Once/Turn,,Charge,1 IKZ: Give an entity equipped with a Weapon card Charge,,Charge,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-STT01-001AX1_Raizan_L_INV26-WINNER_die.jpg,,azuki_tcg_official_gallery:S1-STT01-001AX1_Raizan_L_INV26-WINNER_die,alpha_master_sheet_crosswalk,S1-STT01-001AX1_Raizan_L_INV26-WINNER_die,Promo,https://static-content.azuki.com/tcg/card_art/S1-STT01-001AX1_Raizan_L_INV26-WINNER_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,IKZ COST; SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; PLUS_ATK; REF_IP2; REF_ID2; E_1_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
STT01-001,,Raizan,Lightning,Leader,Raizan,,,,,20,,Azuki,131,,,L,Pandart Studio,Once/Turn,,Charge,1 IKZ: Give an entity equipped with a Weapon card Charge,,Charge,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-STT01-001AX2_Raizan_L_INV26-SECOND_die.jpg,,azuki_tcg_official_gallery:S1-STT01-001AX2_Raizan_L_INV26-SECOND_die,alpha_master_sheet_crosswalk,S1-STT01-001AX2_Raizan_L_INV26-SECOND_die,Promo,https://static-content.azuki.com/tcg/card_art/S1-STT01-001AX2_Raizan_L_INV26-SECOND_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,IKZ COST; SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; PLUS_ATK; REF_IP2; REF_ID2; E_1_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
STT01-001,,Raizan,Lightning,Leader,Raizan,,,,,20,,Azuki,131,,,L,Pandart Studio,Once/Turn,,Charge,1 IKZ: Give an entity equipped with a Weapon card Charge,,Charge,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-STT01-001_Raizan_L_L_die.jpg,,azuki_tcg_official_gallery:S1-STT01-001_Raizan_L_L_die,alpha_master_sheet_crosswalk,S1-STT01-001_Raizan_L_L_die,Starter Deck 1,https://static-content.azuki.com/tcg/card_art/S1-STT01-001_Raizan_L_L_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,IKZ COST; SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; PLUS_ATK; REF_IP2; REF_ID2; E_1_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
STT01-001,,Raizan,Lightning,Leader,Raizan,,,,,20,,Azuki,131,,,L,Pandart Studio,Once/Turn,,Charge,1 IKZ: Give an entity equipped with a Weapon card Charge,,Charge,,Alpha,https://static-content.azuki.com/tcg/card_art/STT01-001A_Raizan_L_AA_Die.jpg,,azuki_tcg_official_gallery:STT01-001A_Raizan_L_AA_Die,alpha_master_sheet_crosswalk,STT01-001A_Raizan_L_AA_Die,Booster,https://static-content.azuki.com/tcg/card_art/STT01-001A_Raizan_L_AA_Die.jpg,linked_alpha_master_sheet; official_gallery_image_url,IKZ COST; SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; PLUS_ATK; REF_IP2; REF_ID2; E_1_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
STT01-002,,Surge Gate,Lightning,Gate,Gate,,,,,,,,,,,G,Ryder,,Portal an untapped entity from the Alley into the Garden then you may play from your discard pile a Weapon card with a cost equal to or less than the GatePowerIcon of the portaled entity.,,,,,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-STT01-002_Surge-Gate_G_G_die.jpg,,azuki_tcg_official_gallery:S1-STT01-002_Surge-Gate_G_G_die,alpha_master_sheet_crosswalk,S1-STT01-002_Surge-Gate_G_G_die,Starter Deck 1,https://static-content.azuki.com/tcg/card_art/S1-STT01-002_Surge-Gate_G_G_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,IKZ COST; SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
STT01-002,,Surge Gate,Lightning,Gate,Gate,,,,,,,,,,,G,Ryder,,Portal an untapped entity from the Alley into the Garden then you may play from your discard pile a Weapon card with a cost equal to or less than the GatePowerIcon of the portaled entity.,,,,,,Alpha,https://static-content.azuki.com/tcg/card_art/STT01-002A_Surge-Gate_G_die.jpg,,azuki_tcg_official_gallery:STT01-002A_Surge-Gate_G_die,alpha_master_sheet_crosswalk,STT01-002A_Surge-Gate_G_die,Booster,https://static-content.azuki.com/tcg/card_art/STT01-002A_Surge-Gate_G_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,IKZ COST; SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
STT01-003,1,Crate Rate Kurobo,Lightning,Entity,Black Jade,,,1,1,1,,,,,,C,Pandart Studio,On Play,"Put 3 cards from the top of your deck into your discard pile. If you have no Weapon cards in your discard pile when you activate this ability, put 5 cards instead.",,,,,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-STT01-003_Crate-Rat-Kurobo_E_C_die.jpg,,azuki_tcg_official_gallery:S1-STT01-003_Crate-Rat-Kurobo_E_C_die,alpha_master_sheet_crosswalk,S1-STT01-003_Crate-Rat-Kurobo_E_C_die,Starter Deck 1,https://static-content.azuki.com/tcg/card_art/S1-STT01-003_Crate-Rat-Kurobo_E_C_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
STT01-004,1,Black Jade Recruit,Neutral,Entity,Black Jade,Dawnling,,1,1,1,,Azuki,27,,,C,Volta,On Play,"You may discard a Weapon card: Look at the top 5 cards of your deck, reveal up to 1 Weapon card and add it to your hand, then bottom deck the rest in any order.",,,"The world's mine to take, but a girl's gotta chill sometimes.",,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-STT01-004_Black-Jade-Recruit_E_C_die.jpg,,azuki_tcg_official_gallery:S1-STT01-004_Black-Jade-Recruit_E_C_die,alpha_master_sheet_crosswalk,S1-STT01-004_Black-Jade-Recruit_E_C_die,Starter Deck 1,https://static-content.azuki.com/tcg/card_art/S1-STT01-004_Black-Jade-Recruit_E_C_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_3; PLUS_ATK; REF_IP2; REF_ID2; E_2; E_2_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
